"Data Source","World Development Indicators",

"Last Updated Date","2020-04-09",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","SL.EMP.WORK.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","SL.EMP.WORK.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2379999160767","10.1029996871948","9.44200038909912","8.87600040435791","9.42199993133545","9.26500034332275","9.14000034332275","9.04800033569336","8.95300006866455","8.84000015258789","8.71700000762939","9.48099994659424","9.59099960327148","9.60400009155273","9.78400039672852","9.86999988555908","10.0819997787476","10.1709995269775","11.25","12.3039999008179","13.2019996643066","14.3649997711182","15.4989995956421","16.613000869751","17.7299995422363","18.8929996490479","20.0830001831055","20.1590003967285","20.2339992523193",
"Angola","AGO","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","SL.EMP.WORK.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.3440017700195","44.8320007324219","45.117000579834","45.5009994506836","45.9059982299805","46.3110008239746","46.6640014648438","46.9910011291504","47.3310012817383","47.7150001525879","48.0740013122559","48.5470008850098","48.7910003662109","49.2249984741211","48.2519989013672","47.0359992980957","45.8009986877441","44.4280014038086","42.8650016784668","41.0099983215332","39.5699996948242","39.9449996948242","40.2159996032715","40.5139999389648","40.7529983520508","40.992000579834","41.2879981994629","41.5379981994629","41.8339996337891",
"Albania","ALB","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","SL.EMP.WORK.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.2779998779297","31.0330009460449","31.7199993133545","32.2910003662109","32.8819999694824","33.5309982299805","34.0330009460449","34.8629989624023","35.5880012512207","36.2470016479492","36.9780006408691","37.7729988098145","38.5940017700195","39.4109992980957","40.2330017089844","41.0559997558594","41.8819999694824","44.9609985351563","47.076000213623","47.8120002746582","41.9980010986328","40.7299995422363","42.9939994812012","42.1529998779297","39.9529991149902","40.8409996032715","41.7270011901855","42.6310005187988","43.4970016479492",
"Andorra","AND","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","SL.EMP.WORK.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","SL.EMP.WORK.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.982325929139","58.8119514553805","59.0763595260505","59.5361678139511","60.0658284903858","60.6577721410898","61.156398186469","61.0133704624021","61.0674436433567","61.2744274900925","61.3783212069378","61.0423715988579","61.3828526618155","61.6206093776983","63.081061885289","64.6325793839531","64.6307314038497","65.7905552757282","66.2947352684545","67.3103649862714","67.2825191262659","68.0871042542832","68.4417486396861","68.6503842534619","69.301556335743","70.5023607175045","70.2339879487555","70.2299241231115","70.2651715796742",
"United Arab Emirates","ARE","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","SL.EMP.WORK.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.8410034179688","96.8150024414063","96.7789993286133","96.7929992675781","96.802001953125","96.7969970703125","96.8199996948242","96.7900009155273","96.7509994506836","96.765998840332","96.7429962158203","96.7229995727539","96.7409973144531","96.7490005493164","96.6959991455078","96.4390029907227","96.0230026245117","95.4260025024414","95.5510025024414","95.6809997558594","95.8369979858398","96.0149993896484","96.2050018310547","96.3779983520508","96.5960006713867","96.7379989624023","96.3349990844727","95.9789962768555","95.9940032958984",
"Argentina","ARG","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","SL.EMP.WORK.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.5189971923828","68.5810012817383","67.1800003051758","68.9449996948242","67.8889999389648","68.4169998168945","69.5210037231445","69.7799987792969","70.0139999389648","69.5599975585938","68.7099990844727","67.0400009155273","70.1999969482422","71.1900024414063","71.5100021362305","72.4879989624023","73.2239990234375","73.2570037841797","73.0339965820313","73.5660018920898","73.8740005493164","74.0640029907227","73.4079971313477","73.4820022583008","73.0690002441406","72.3160018920898","71.8659973144531","72.2939987182617","72.0749969482422",
"Armenia","ARM","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","SL.EMP.WORK.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.1389999389648","55.6969985961914","55.4309997558594","55.2879981994629","55.3650016784668","55.5110015869141","55.7150001525879","56.0060005187988","56.2980003356934","56.5330009460449","56.7900009155273","57.0880012512207","57.5530014038086","58.0610008239746","58.5219993591309","59.0900001525879","59.6679992675781","60.1990013122559","60.4290008544922","62.234001159668","59.1559982299805","60.5719985961914","61.8110008239746","57.0620002746582","57.2809982299805","57.1990013122559","58.601001739502","58.7350006103516","58.8530006408691",
"American Samoa","ASM","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","SL.EMP.WORK.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","SL.EMP.WORK.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
